,Trope,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,\N,Associated_Movies,Number_movies
51,AGoodNameForARockBand,6,0,6,0,0,6,0,0,4,1,2,0,0,0,4,2,0,1,0,1,5,0,0,0,0,0,0,"['Barbarella', 'Night Creatures', 'Closer', 'Cyber Seduction: His Secret Life', 'Deathgasm', 'Die, Monster, Die!', 'Empire Records', 'Iron Man 3', 'Mad Max: Fury Road', ""Nick and Norah's Infinite Playlist"", 'The Chronicles of Riddick', 'The Goonies', 'The Mortal Instruments: City of Bones', ""The World's End""]",14
52,AGoodWayToDie,7,0,3,0,0,1,4,0,9,0,2,1,0,0,3,0,0,0,0,1,3,0,0,1,0,1,0,"['Avengers: Age of Ultron', 'Falling Down', 'Red State', 'Resident Evil: Extinction', 'Stranger Than Fiction', 'Suicide Club', 'The Crow', 'The Magnificent Seven', 'The Petrified Forest', 'Three Billboards Outside Ebbing, Missouri', 'V for Vendetta', 'War for the Planet of the Apes', 'Zurich']",13
53,AHandfulForAnEye,22,0,13,0,1,9,6,0,10,3,5,0,0,2,6,0,1,1,0,0,4,0,1,6,0,1,0,"['Bloodsport', 'Chappie', 'Escape to Athena', 'Freaked', 'Gladiator', 'Harakiri', 'Hero', 'I Was a Teenage Werewolf', 'Johnny Reno', 'Kickboxer', 'Krampus', 'Laser Mission', 'Licence to Kill', 'Monster Brawl', 'Murder on the Orient Express', 'On Guard', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Predator', 'Raiders of the Lost Ark', 'Rhymes for Young Ghouls', 'Sherlock Holmes: A Game of Shadows', 'Short Circuit', 'Tank Girl', 'The Horror of Party Beach', 'The Hunted', 'The Naked Prey', 'The Story of Robin Hood and His Merrie Men', 'The Three Stooges', 'The Warriors', 'Undercover Brother', 'War, Inc.', 'Warlock', 'When a Killer Calls', 'Wonder Woman']",34
54,AHeadAtEachEnd,3,0,4,0,0,5,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,"['Bride of Re-Animator', 'Clash of the Titans', 'Doctor Dolittle', 'Evolution', 'Sharktopus', 'Spy Kids 2: Island of Lost Dreams', 'Stardust']",7
55,AHellOfATime,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"['Hocus Pocus', 'Little Nicky', 'The One']",3
56,AHeroIsBorn,2,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Heavenly Creatures', 'Man of Steel', 'Perfect Creature']",3
57,AHeroToHisHometown,2,0,2,0,2,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"['Bernie', ""Dumplin'"", 'Muppet Treasure Island', 'The Wild Bunch', 'Unbroken']",5
58,AHouseDivided,7,0,9,0,0,5,0,0,13,1,3,0,0,0,25,1,0,13,0,0,10,1,0,11,1,1,0,"['Alien Cargo', 'Cabin Fever', 'Captain America: The Winter Soldier', 'Carriers', 'One Missed Call', 'Climax', 'Coherence', 'Cube', 'Dawn of the Dead', 'Dawn of the Dead', 'Day of the Dead', 'Dead End', 'Devil', 'Diary of the Dead', ""Don't Blink"", 'House by the Lake', 'Jumanji', 'Matango', 'Night of the Living Dead', 'No Name on the Bullet', 'One Missed Call', ""Our Mother's House"", 'REC', 'Riddick', 'Season of the Witch', 'Survival of the Dead', 'The Beast of War', 'The Bunker', 'The Colony', 'The Crazy Family', 'The Descent', 'The Divide', 'The Haunting', 'The House on Sorority Row', 'The Last Winter', 'The Saratov Approach', 'The Thing', 'Watermelon Man', 'Welcome to the Jungle', 'White House Down']",40
59,AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,['WarGames'],1
60,AICronym,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['Iron Man'],1
61,AIIsACrapShoot,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['Stealth'],1
62,AIIsACrapshoot,46,0,27,0,0,18,6,1,17,7,8,0,0,0,12,0,1,4,0,1,60,2,0,17,0,0,0,"['Airplane II: The Sequel', 'Alien', 'Alien: Covenant', 'Alien: Resurrection', 'Attack of the Clones', 'Avengers: Age of Ultron', 'Batman v Superman: Dawn of Justice', 'Chappie', ""Child's Play"", 'Chopping Mall', 'Clifford', 'Colossus: The Forbin Project', 'Computer Chess', 'Critters', 'Dark Star', 'The Lift', 'Demon Seed', 'Eagle Eye', 'Eve of Destruction', 'Ex Machina', 'Extinction', 'Fail-Safe', 'Flight of the Navigator', 'Fortress', 'Future World', 'Godzilla: Tokyo S.O.S.', 'Godzilla vs. Mechagodzilla II', 'Godzilla vs. Megalon', 'Green Lantern', 'Gunhed', 'Her', 'I, Robot', 'Idiocracy', 'Interstellar', 'Iron Man 3', 'Kamen Rider Agito: Project G4', ""Logan's Run"", 'Mega Shark vs. Giant Octopus', 'Metropolis', 'Moon', 'Moontrap', 'Oblivion', 'Pacific Rim: Uprising', 'Press Start', 'Prometheus', 'R.O.T.O.R.', 'Red Planet', 'Resident Evil', 'RoboCop', 'Robot', 'Robot & Frank', 'Runaway', 'Screamers', 'Short Circuit', 'Small Soldiers', 'Smart House', 'Solo', 'SpaceCamp', 'Spider-Man 2', 'Stealth', 'Sucker Punch', 'Sunshine', 'Superman III', 'Supernova', 'Tau', 'Terminator 2: Judgment Day', 'The Black Hole', 'The Doll', 'The Human Duplicators', 'The Machine', 'The Matrix', 'The Santa Clause', 'The Singularity Is Near', 'The Terminator', 'Transcendence', 'Transmorphers', 'TRON: Legacy', 'TRON: Legacy', 'Turbo Kid', 'Universal Soldier: The Return', 'Upgrade', 'WarGames', 'Westworld', 'Why Him?', 'Willy Wonka & the Chocolate Factory', 'X-Men: Days of Future Past']",86
63,AIs,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"['Colossus: The Forbin Project', 'TRON: Legacy']",2
64,AKA47,3,0,2,0,0,4,4,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,"['Escape from New York', 'God Bless America', 'Ride Along', ""Shoot 'Em Up"", 'Turkey Shoot', 'War Dogs']",6
65,ALadyOnEachArm,8,0,4,0,0,2,1,0,4,0,2,0,0,0,3,0,0,1,0,2,4,0,1,4,0,1,0,"['Alita: Battle Angel', 'Back to the Future Part II', 'Behind Enemy Lines', 'Bitter Moon', 'Black Panther', 'Dead in Tombstone', 'Gutterballs', 'Reptilicus', ""The Devil's Advocate"", 'The Punisher', 'The Quick and the Dead', 'The War Wagon', 'Thor: The Dark World']",13
66,ALessonInDefeat,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['Star Trek II: The Wrath of Khan'],1
67,ALessonLearnedTooWell,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"['A Clockwork Orange', 'Capricorn One', 'Short Cuts']",3
68,ALightInTheDistance,3,0,4,0,0,2,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,"['A New Hope', 'Mad Max Beyond Thunderdome', 'Monty Python and the Holy Grail', 'Prince of Persia: The Sands of Time', 'The Rocky Horror Picture Show', 'TRON: Legacy']",6
69,ALighterShadeOfBlack,8,0,4,0,3,9,10,0,17,0,3,0,0,1,10,0,0,5,0,0,4,0,0,9,0,1,0,"['Atomic Blonde', 'Blood Diamond', 'Bone Tomahawk', 'Boss Nigger', 'Bride of Chucky', 'Conspiracy', 'Dark Shadows', 'Death Becomes Her', 'Freddy vs. Jason', 'From Dusk Till Dawn', 'Glass', 'Goodfellas', 'Hard Candy', 'Killer Joe', 'Rabid Dogs', 'Return to Sleepaway Camp', 'Suicide Squad', 'Tai-Chi Master', 'Texas Chainsaw 3D', 'The Big Short', 'The Godfather', 'The Godfather: Part II', 'The Hateful Eight', 'The Invisible Maniac', 'The Long Good Friday', 'The Purge: Election Year', 'The World of Kanako', 'Vampire Academy', 'Widows', 'X2: X-Men United']",30
70,ALighterShadeOfGray,2,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Maid in Manhattan', 'Payback', 'The Accountant']",3
71,ALighterShadeOfGrey,1,0,0,0,0,1,3,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,"['Hoodlum', 'Killing Zoe', 'Limitless', 'The Boondock Saints', 'The Death of Stalin']",5
72,ALittleSomethingWeCallRockAndRoll,1,0,5,1,0,6,0,0,1,2,2,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,"[""A Kid in King Arthur's Court"", ""Bill & Ted's Excellent Adventure"", 'Black Knight', 'Hot Tub Time Machine', 'Hot Tub Time Machine 2', 'Oresama', 'Star Trek: First Contact', 'Teen Beach Movie', 'The Smurfs']",9
73,ALizardNamedLiz,2,0,3,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"['George of the Jungle', 'Napoleon', 'Rampage', 'The Country Bears']",4
74,ALoadOfBull,7,0,8,0,0,2,0,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"['Clash of the Titans', 'Dave Made a Maze', 'Gods of Egypt', 'Knight and Day', 'Minotaur', 'Pacific Rim', 'Sinbad and the Eye of the Tiger', 'The Scorpion King']",8
75,ALongTimeAgoInAGalaxyFarFarAway,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,0,"['A New Hope', 'Dark City', 'Galaxy of Terror', 'Starcrash']",4
76,ALoveToDismember,1,0,1,0,0,4,1,0,0,0,0,0,0,0,10,0,0,2,0,0,2,0,0,2,0,0,0,"['Bloodsucking Freaks', 'Body Bags', 'Cemetery Man', 'Frankenhooker', 'High Tension', 'Jeepers Creepers', 'Nekromantik', 'Pacific Rim: Uprising', 'Psycho III', 'Sick Girl', 'Violent Shit']",11
77,AMFMCharacterization,8,0,6,0,0,5,5,0,6,0,0,0,0,0,1,1,0,0,0,1,4,0,1,3,0,1,0,"['Footloose', 'Funny Games', 'I, Robot', 'Innerspace', 'Iron Man 2', 'Office Space', 'Red Hill', 'Reservoir Dogs', 'Star Trek', 'The Other Guys', 'The Pest', 'The Silence of the Lambs', 'Three Kings', 'Transformers', 'Transformers: Age of Extinction', 'Whip It']",16
78,AMacGuffinFullOfMoney,4,0,3,0,0,4,6,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,1,0,0,"['Crime Doctor', 'Jack Reacher: Never Go Back', ""Kelly's Heroes"", 'Kiler', 'Lock, Stock and Two Smoking Barrels', 'Mission: Impossible - Rogue Nation', 'No Country for Old Men', ""Ocean's Eleven"", 'Rat Race', 'Shallow Grave', 'The Maltese Falcon', 'The Quick and the Dead']",12
79,AMacguffinFullOfMoney,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Cold Comes the Night', 'National Treasure']",2
80,AMagicContractComesWithAKiss,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Sabrina Goes to Rome'],1
81,AManIsAlwaysEager,4,0,6,0,0,13,2,0,8,0,4,1,0,0,6,2,0,1,0,5,4,0,0,4,0,0,0,"['Animal House', 'Another Gay Movie', 'Black Belt Jones', 'Captain America: The First Avenger', 'Carry On... Up the Khyber', 'Cyber Seduction: His Secret Life', 'Forgetting Sarah Marshall', 'Fright Night', 'Horrible Bosses', 'It Follows', 'Knock Knock', 'Pirates of the Caribbean: Dead Men Tell No Tales', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Queen of Outer Space', 'She Hate Me', 'Sparkle', 'Student Bodies', 'The Company of Wolves', 'The Dukes of Hazzard', 'The Graduate', 'The Great Beauty', 'The Invisible Maniac', 'The Violent Years', 'The Wedding Singer', 'V/H/S', 'Weird Science']",26
82,AManIsNotAVirgin,1,0,1,0,1,6,2,0,2,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,"['Impromptu', 'Johnny Dangerously', ""Neptune's Daughter"", 'Tea and Sympathy', 'The Monster Squad', 'Varsity Blues', ""Weekend at Bernie's""]",7
83,AMasterMakesTheirOwnTools,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"['Mandy', 'The Good, the Bad and the Ugly', 'The Natural']",3
84,AMatchMadeInStockholm,12,0,6,0,0,5,9,0,7,1,2,0,0,2,0,0,0,1,0,2,1,0,1,6,0,0,0,"['Crouching Tiger, Hidden Dragon', 'Genghis Khan', 'Hitman', 'National Treasure', 'Out of Sight', 'Passengers', 'Prince of Persia: The Sands of Time', 'RED', 'Ruthless People', 'Sympathy for Mr. Vengeance', 'The Big Hit', 'The Cannonball Run', 'The Crew', 'The Getaway', 'The Pet', 'The Transporter', 'The Transporter Refueled', 'The World Is Not Enough', 'Three Days of the Condor', 'Troy']",20
85,AMechByAnyOtherName,2,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"['Avatar', 'Pacific Rim', 'Space Truckers']",3
86,AMi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Death Proof'],1
87,AMillionIsAStatistic,12,0,5,0,5,4,9,1,24,0,2,0,0,5,3,1,0,4,0,1,8,2,0,12,2,0,0,"['A New Hope', 'Battle of Britain', 'Black Hawk Down', 'Blue Thunder', 'Collateral Damage', 'Death Note: Light Up the New World', 'Downfall', 'Dr. Strangelove', 'Erin Brockovich', 'Escape', 'Eye in the Sky', 'Forrest Gump', 'G.I. Joe: Retaliation', 'Godzilla', 'Godzilla', 'Goldfinger', 'Horrible Bosses', 'Monsieur Verdoux', 'No Blade of Grass', 'Outbreak', 'Phone Booth', 'Salt', ""Schindler's List"", 'Skyline', 'Survivor', 'The Hobbit: The Battle of the Five Armies', 'The Imitation Game', 'The Manchurian Candidate', 'The Monuments Men', 'The Night of the Generals', 'The Siege', 'The Soloist', 'Unbreakable', 'Unthinkable', 'Vertical Limit', 'WarGames', 'Wonder Woman']",37
88,AMindIsATerribleThingToRead,5,0,4,0,0,1,1,0,3,0,3,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,"['Avengers: Age of Ultron', 'Exorcist II: The Heretic', 'Hereafter', 'Serenity', 'The Gift', 'Thoughtcrimes', 'What Women Want', 'X-Men: Apocalypse', 'X-Men: Days of Future Past']",9
89,AMinorKidroduction,22,0,31,2,24,49,17,1,69,8,15,0,0,12,11,3,2,7,0,27,8,0,5,7,2,3,1,"['Abraham Lincoln', 'Ali', ""Alice Doesn't Live Here Anymore"", 'Alice in Wonderland', 'Alligator', 'Aquaman', 'Batman Returns', 'Billy Elliot', 'Blockers', 'Blow', 'Boyz n the Hood', 'Braveheart', 'Bride Wars', 'Broadcast News', 'CBGB', 'Camila', 'Carrie', 'Carrie', 'Christopher Robin', 'Cinderella', 'Citizen Kane', 'Conan the Barbarian', 'Contact', 'Crazy Rich Asians', 'Crossroads', 'Death Rides a Horse', 'Ever After: A Cinderella Story', 'Female Trouble', 'Fighting with My Family', 'Four Sisters and a Wedding', 'Genghis Khan', 'Get Your Man', ""Gone Fishin'"", 'Goodfellas', ""Grandma's Boy"", 'Hacksaw Ridge', 'Half Baked', 'Hansel & Gretel: Witch Hunters', 'Harlem Nights', 'Heaven & Earth', ""He's Just Not That Into You"", 'Hidden Figures', 'Hot Pursuit', 'I, Tonya', 'Indiana Jones and the Last Crusade', 'Indochine', 'Insidious', 'Inspector Blunder', 'Jack the Giant Slayer', 'Jay and Silent Bob Strike Back', 'Jumanji', 'Kings Row', 'Kingsman: The Secret Service', 'Kinky Boots', 'Knute Rockne All American', 'Kon-Tiki', 'Lion', 'Man on the Moon', 'Manhattan Melodrama', 'Mare Nostrum', 'Maximum Ride', 'Midnight Mary', 'Miss Congeniality', 'My Cousin Rachel', 'Natutulog pa ang diyos?', 'Night Hunter', 'No Strings Attached', 'Operation Dumbo Drop', 'Orphans of the Storm', 'Ouija', 'Paddington 2', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Pixels', 'Prince of Persia: The Sands of Time', 'Princess of Thieves', 'Punch', 'Queen Christina', 'Queens Logic', 'Racing Stripes', 'Behind the Lines', 'Rogue One: A Star Wars Story', 'Sister Act', ""Smilin' Through"", 'Somebody Up There Likes Me', 'Space Jam', 'Splash', 'Sweet Home Alabama', 'Tchaikovsky', 'The Affair of the Necklace', 'The Aviator', 'The Boss', 'The Brothers Bloom', 'The Cobbler', 'The Greatest Showman', 'The Magnificent Ambersons', 'The Muppets', 'The Mutilator', 'The Penalty', 'The People vs. Larry Flynt', 'The Pink Panther', 'The Power and the Glory', 'The Pride of the Yankees', 'The Public Enemy', 'The Erotic Adventures of Robin Hood', 'The Scarlet Empress', ""The Schoolgirl's Diary"", 'The Searchers', 'The Skeleton Twins', 'The Student Prince in Old Heidelberg', 'They', 'This Beautiful Fantastic', 'Thor', 'Tom Jones', 'Tommy Boy', 'Tomorrowland', 'Toothless', 'TRON: Legacy', 'Twister', 'Tyson', 'Viva Villa!', 'What Ever Happened to Baby Jane?', 'Where Children Play', 'While You Were Sleeping', 'X-Men: First Class', 'X-Men Origins: Wolverine', 'X-Men: The Last Stand', 'Yankee Doodle Dandy']",127
90,AMistakeIsBorn,0,0,0,0,0,6,0,0,4,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,"['A Walk on the Moon', 'Elf', 'Grown Ups', 'Juno', 'Knocked Up', 'Matilda', 'Pirate Radio']",7
91,AMotherToHerMen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Music of the Heart'],1
92,AMythologyIsTrue,2,0,4,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,"['Captain America: The First Avenger', 'Jack the Giant Slayer', 'Nightfall', 'Nightfall', 'The Great Yokai War', 'Thor']",6
93,ANaziByAnyOtherName,22,0,23,1,4,10,7,1,19,5,7,0,0,4,3,0,0,3,0,1,20,3,0,9,3,0,0,"['A New Hope', 'Alexander Nevsky', 'Attack of the Clones', 'Batman v Superman: Dawn of Justice', 'Beneath the Planet of the Apes', 'Captain America: The First Avenger', 'Children of Men', 'Chitty Chitty Bang Bang', 'Conan the Barbarian', 'Contact', 'Cowboys & Aliens', 'The Experiment', 'District 9', 'Escape from L.A.', 'Flesh for Frankenstein', 'From Russia with Love', 'Harry Potter and the Goblet of Fire', 'Iron Sky', 'Man of Steel', 'Meet John Doe', 'North', 'Once Upon a Time in China', 'One Night with the King', 'Planet of the Apes', 'Planet of the Apes', 'Red State', 'Richard III', 'Self Defense', 'Starship Troopers', 'Street Fighter', 'Super Mario Bros.', 'Teenagers from Outer Space', 'Terminator Salvation', 'The City of Lost Children', 'The Crimson Rivers', 'The Grand Budapest Hotel', 'The Great Dictator', 'The House of Rothschild', 'The Last Will of Dr. Mabuse', 'The Nutcracker in 3D', 'The Phantom Menace', 'The Postman', 'The Promise', 'The Terminator', 'The Testament of Dr. Mabuse', 'The Wave', ""Mr. Toad's Wild Ride"", 'The Wind that Shakes the Barley', 'TRON: Legacy', 'Tsogt taij', 'V for Vendetta', 'Who Framed Roger Rabbit', 'X-Men: First Class', 'Yankee Zulu', 'Z']",55
94,ANiceChianti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['The Abominable Dr. Phibes'],1
95,ANounReferredToAsX,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['A Fish Called Wanda', 'A Girl Named Sooner', 'A Streetcar Named Desire', 'Boy Called Twist']",4
96,ANuclearError,9,0,6,0,0,2,1,0,4,0,0,0,0,0,1,0,0,0,0,1,4,0,0,10,1,0,0,"['From the Sea', 'Crimson Tide', 'Dr. Strangelove', 'Fail-Safe', 'First Spaceship on Venus', 'Godzilla', 'Mission: Impossible - Ghost Protocol', 'Olympus Has Fallen', 'Spies Like Us', 'The Day the Earth Caught Fire', 'The Fog of War', 'The Hunt for Red October', 'The Spy Who Loved Me', 'Thunderball', 'Under Siege']",15
97,APCs,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"['Invasion U.S.A.', 'Rampage']",2
98,APartyAlsoKnownAsAnOrgy,1,0,3,0,2,18,6,0,29,0,4,0,0,2,8,3,1,4,0,7,1,1,0,4,0,0,0,"[""A Hard Day's Night"", 'A Haunted House', 'American Pie', 'Betty Blue', 'Bob & Carol & Ted & Alice', ""Can't Buy Me Love"", 'Cherry Falls', 'The Crimson Cult', ""Don't Open Till Christmas"", 'Embrace of the Serpent', 'Fish Tank', 'Frankenhooker', 'Funeral Parade of Roses', 'Haxan', 'Joe', 'King of New York', 'LOL', 'Life Blood', 'Merry Wives of Reno', 'Mother!', 'Not Another Teen Movie', 'Orphans of the Storm', 'PCU', 'Project X', 'Psycho Cop Returns', 'Raw', 'Revenge of the Nerds', 'Rock Star', 'S.O.B.', 'Seeking a Friend for the End of the World', ""Smokin' Aces"", 'Sorry to Bother You', 'Straight Outta Compton', 'Summer of Sam', 'Superbad', 'Ten', 'Concrete Jungle', 'The Great Beauty', 'The Ice Storm', 'The Ten Commandments', 'The Ten Commandments', 'The Wedding March', 'Trouble in Mind', 'Velvet Goldmine', 'Viridiana', 'Way Down East']",46
99,APirate400YearsTooLate,1,0,3,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Dodgeball: A True Underdog Story', ""George's Island"", 'Pirates of the Great Salt Lake', 'The Phantom']",4
100,APlagueOnBothYourHouses,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Midnight Express'],1
101,APlanetNamedZok,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Galaxy Quest', 'Highlander II: The Quickening']",2
102,AProtagonistIsRyu,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Sympathy for Mr. Vengeance'],1
103,AProtagonistShallLeadThem,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"['Braveheart', 'Oz the Great and Powerful', 'Pitch Perfect']",3
104,APupilOfMineUntilHeTurnedToEvil,10,0,6,0,0,4,4,1,6,3,3,0,0,0,4,0,1,1,0,1,4,2,1,3,0,0,0,"['A New Hope', 'Attack of the Clones', 'Barely Lethal', 'Beetlejuice', ""Child's Play"", 'Devour', 'Enter the Dragon', 'Five Deadly Venoms', 'Man of Tai Chi', 'My Fair Lady', 'Ninja', 'Planet of the Apes', 'Rocky V', 'Scanners', 'The Gamers: Hands of Fate', 'The Last Will of Dr. Mabuse', 'The Mighty Ducks', 'The Quick and the Dead', ""The Sorcerer's Apprentice"", 'The Testament of Dr. Mabuse', 'TRON: Legacy', 'X-Men: First Class']",22
105,ARareSentence,3,0,0,0,0,7,2,0,3,2,1,0,0,1,4,0,0,0,0,0,0,0,0,3,0,0,0,"['Black Dynamite', 'Cool Cat Saves the Kids', 'Crimes and Misdemeanors', 'Road House', 'Shaun of the Dead', 'Terrifier', 'The Abominable Dr. Phibes', 'The Ladykillers', 'The Monuments Men', 'The Shaggy Dog', 'White House Down']",11
106,ARealManIsAKiller,18,0,11,0,3,6,11,0,24,2,5,1,0,1,3,0,1,1,0,3,6,0,0,7,4,6,0,"['Alexander', 'Alpha', 'Big Trouble in Little China', 'Bright', 'Bring Me the Head of Alfredo Garcia', 'Carrie', 'City of God', 'Cowboys & Aliens', 'Death Sentence', 'Dredd', 'El Dorado', 'Erik the Viking', 'Escanaba in da Moonlight', 'Flickering Lights', 'Friday', 'Full Metal Jacket', 'Gran Torino', 'Hacksaw Ridge', ""Hornets' Nest"", 'Jarhead', 'La Haine', 'Man of Steel', 'Man of Tai Chi', ""Monster's Ball"", 'Noah', 'Pontypool', 'Predator', 'Pusher', 'Red Dawn', 'Repo! The Genetic Opera', 'Saving Private Ryan', 'Secondhand Lions', 'Seven Samurai', 'Surviving the Game', 'The A-Team', 'The Cowboys', 'The Equalizer 2', 'The Hitch-Hiker', 'The Ox-Bow Incident', 'The Prestige', 'The Shootist', ""The Warrior's Way"", 'Unforgiven']",43
107,ARiddleWrappedInAMysteryInsideAnEnigma,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,"['Halloween: Resurrection', 'Holy Flying Circus', 'JFK']",3
108,ARoundOfDrinksForTheHouse,1,0,3,0,0,8,0,0,7,3,0,0,0,1,1,1,0,0,0,3,1,1,0,0,0,0,0,"['A River Runs Through It', 'Barfly', 'Grabbers', 'Red Tails', 'Shakespeare in Love', 'Snow Dogs', 'Star in the Night', 'The Muppet Movie', 'The Producers', 'The Quiet Man', 'The Sure Thing']",11
109,ARoundOfDrinksOnTheHouse,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,['Girls Just Want to Have Fun'],1
110,ASaintNamedMary,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Precious', 'Stella Maris', 'The Symbol of the Unconquered']",3
111,AScarToRemember,2,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Inglourious Basterds', 'The Dark Knight', 'The Mask of Zorro']",3
112,ASharedSuffering,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,"['Bertie and Elizabeth', 'Edge of Tomorrow', 'Species II']",3
113,ASimplePlan,11,0,10,0,5,34,29,1,26,2,0,0,0,1,1,1,0,1,0,8,2,0,0,8,1,0,0,"['A Simple Plan', 'Adventures in Babysitting', 'Aliens', 'Amadeus', 'American Animals', 'Ant-Man', ""Before the Devil Knows You're Dead"", 'Big Fat Liar', 'Bottle Rocket', 'Carry on Matron', 'Dog Day Afternoon', 'Dragged Across Concrete', 'Eating Raoul', 'Fargo', 'Hard Rain', 'Harold & Kumar Go to White Castle', 'I, Tonya', ""It's a Mad Mad Mad Mad World"", 'Jo', 'Julie & Julia', 'Lady for a Day', 'Let It Be', 'Men with Brooms', 'No Country for Old Men', 'No More Baths', 'Nothing to Lose', 'Odds Against Tomorrow', 'Operation Dumbo Drop', 'Out of Sight', 'Overnight Delivery', 'Payback', ""Peter's Friends"", 'Plan B', 'Planes, Trains & Automobiles', 'Pocketful of Miracles', 'Quick Change', 'Raising Arizona', 'Rat Race', 'Revanche', 'Serenity', 'Shallow Grave', 'Shaun of the Dead', 'Silent Movie', 'Suburbicon', 'Sugar & Spice', 'The Big Hit', 'The Big Lebowski', 'The Disappearance of Alice Creed', 'The Hot Rock', 'The Ladykillers', 'The Ladykillers', 'The Russians Are Coming! The Russians Are Coming!', 'The Sugarland Express', 'The Wedding Banquet', 'Wonderland']",55
114,ASinisterClue,1,0,1,0,0,1,3,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,"['God Bless America', 'Metropolis', 'Rabies', 'The Equalizer 2', 'The Iron Horse', 'To Kill a Mockingbird']",6
